MACHINE_ID,TIMESTAMP,MESSAGE,ERROR
224d1cf88daf44b8a20734f479a0f5ed,1680574812427983, level 1 action backoff sleep 1.080381816s,MESSAGE= level 1 action backoff sleep 1.080381816s
224d1cf88daf44b8a20734f479a0f5ed,1680574813512066, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680574823510789, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680574823510789, level 1 action backoff sleep 1.31013006s,MESSAGE= level 1 action backoff sleep 1.31013006s
224d1cf88daf44b8a20734f479a0f5ed,1680574824822673, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680574834823222, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680574834823222, level 1 action backoff sleep 1.582392691s,MESSAGE= level 1 action backoff sleep 1.582392691s
224d1cf88daf44b8a20734f479a0f5ed,1680574836407626, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680574846409015, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680574846409015, level 1 action backoff sleep 2.340488664s,MESSAGE= level 1 action backoff sleep 2.340488664s
224d1cf88daf44b8a20734f479a0f5ed,1680574848751150, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680574858751432, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680574858751432, level 1 action backoff sleep 4.506218855s,MESSAGE= level 1 action backoff sleep 4.506218855s
224d1cf88daf44b8a20734f479a0f5ed,1680574863261645, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680574873260938, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680574873260938, level 1 action backoff sleep 3.221479586s,MESSAGE= level 1 action backoff sleep 3.221479586s
224d1cf88daf44b8a20734f479a0f5ed,1680574876486160, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680574886491792, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680574886491792, level 1 action backoff sleep 5.608623477s,MESSAGE= level 1 action backoff sleep 5.608623477s
224d1cf88daf44b8a20734f479a0f5ed,1680574892101512, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680574902105915, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680574902105915, level 1 action backoff sleep 7.649837917s,MESSAGE= level 1 action backoff sleep 7.649837917s
224d1cf88daf44b8a20734f479a0f5ed,1680574909761107, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680574919759054, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680574919759054, level 1 action backoff sleep 15.394871241s,MESSAGE= level 1 action backoff sleep 15.394871241s
224d1cf88daf44b8a20734f479a0f5ed,1680574935157605, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680574945158941, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680574945158941, level 1 action backoff sleep 29.271137938s,MESSAGE= level 1 action backoff sleep 29.271137938s
224d1cf88daf44b8a20734f479a0f5ed,1680574974458097, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680574984460061, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680574984460061, level 1 action backoff sleep 56.813324746s,MESSAGE= level 1 action backoff sleep 56.813324746s
224d1cf88daf44b8a20734f479a0f5ed,1680575041327592, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575051325613, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575051325613, level 1 action backoff sleep 42.855832355s,MESSAGE= level 1 action backoff sleep 42.855832355s
224d1cf88daf44b8a20734f479a0f5ed,1680575094216052, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575104214469, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575104214469, level 1 action backoff sleep 52.839431358s,MESSAGE= level 1 action backoff sleep 52.839431358s
224d1cf88daf44b8a20734f479a0f5ed,1680575157107600, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575167108147, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575167108147, level 1 action backoff sleep 49.08349046s,MESSAGE= level 1 action backoff sleep 49.08349046s
224d1cf88daf44b8a20734f479a0f5ed,1680575216248227, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575226239919, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575226239919, level 1 action backoff sleep 58.133390694s,MESSAGE= level 1 action backoff sleep 58.133390694s
224d1cf88daf44b8a20734f479a0f5ed,1680575284427673, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575294426048, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575294426048, level 1 action backoff sleep 46.982049071s,MESSAGE= level 1 action backoff sleep 46.982049071s
224d1cf88daf44b8a20734f479a0f5ed,1680575341454835, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575351453409, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575351453409, level 1 action backoff sleep 47.58611144s,MESSAGE= level 1 action backoff sleep 47.58611144s
224d1cf88daf44b8a20734f479a0f5ed,1680575399086848, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575409086163, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575409086163, level 1 action backoff sleep 1m10.745080555s,MESSAGE= level 1 action backoff sleep 1m10.745080555s
224d1cf88daf44b8a20734f479a0f5ed,1680575479903017, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575489903540, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575489903540, level 1 action backoff sleep 43.113183155s,MESSAGE= level 1 action backoff sleep 43.113183155s
224d1cf88daf44b8a20734f479a0f5ed,1680575533060138, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575543061590, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575543061590, level 1 action backoff sleep 42.191212599s,MESSAGE= level 1 action backoff sleep 42.191212599s
224d1cf88daf44b8a20734f479a0f5ed,1680575585303284, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575595300432, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575595300432, level 1 action backoff sleep 51.652285011s,MESSAGE= level 1 action backoff sleep 51.652285011s
224d1cf88daf44b8a20734f479a0f5ed,1680575646997705, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575656996707, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575656996707, level 1 action backoff sleep 1m4.240396564s,MESSAGE= level 1 action backoff sleep 1m4.240396564s
224d1cf88daf44b8a20734f479a0f5ed,1680575721302252, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575731306036, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575731306036,failed to start tunnels: failed to connect to server: backoff limit exeded: dial tcp: i/o timeout,MESSAGE=failed to start tunnels: failed to connect to server: backoff limit exeded: dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575731334360,"tunnel.service: Main process exited, code",
224d1cf88daf44b8a20734f479a0f5ed,1680575731358228,tunnel.service: Failed with result 'exit-code'.,MESSAGE=tunnel.service: Failed with result 'exit-code'.
224d1cf88daf44b8a20734f479a0f5ed,1680575731506812,"tunnel.service: Scheduled restart job, restart counter is at 9.",
224d1cf88daf44b8a20734f479a0f5ed,1680575731526470,Stopped SmartWireless Tunnel Daemon.,
224d1cf88daf44b8a20734f479a0f5ed,1680575731547932,Started SmartWireless Tunnel Daemon.,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824, config server_addr: smartconnect.smartwireless.de:5225,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,tls_crt: /data/factory_settings/ssl/moco.crt,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,tls_key: /data/factory_settings/ssl/moco.key,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,root_ca: /data/factory_settings/ssl/smartconnectv2.crt,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,backoff:,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,  interval: 500ms,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,  multiplier: 1.5,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,  max_interval: 1m0s,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,  max_time: 15m0s,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,tunnels:,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,  moco:,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,    proto: sni,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,    addr: localhost:443,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,    host: b344f7d2-8104-4aee-aa6a-3163673b339e.taas.smartwireless.de,
224d1cf88daf44b8a20734f479a0f5ed,1680575731606824,status_port: 4044,
224d1cf88daf44b8a20734f479a0f5ed,1680575731621235, level 1 action start,MESSAGE= level 1 action start
224d1cf88daf44b8a20734f479a0f5ed,1680575731621235, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575741621829, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575741621829, level 1 action backoff sleep 552.330144ms,MESSAGE= level 1 action backoff sleep 552.330144ms
224d1cf88daf44b8a20734f479a0f5ed,1680575742178804, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575752177478, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575752177478, level 1 action backoff sleep 1.080381816s,MESSAGE= level 1 action backoff sleep 1.080381816s
224d1cf88daf44b8a20734f479a0f5ed,1680575753259495, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575763261165, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575763261165, level 1 action backoff sleep 1.31013006s,MESSAGE= level 1 action backoff sleep 1.31013006s
224d1cf88daf44b8a20734f479a0f5ed,1680575764574543, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575774573255, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575774573255, level 1 action backoff sleep 1.582392691s,MESSAGE= level 1 action backoff sleep 1.582392691s
224d1cf88daf44b8a20734f479a0f5ed,1680575776158598, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575786158115, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575786158115, level 1 action backoff sleep 2.340488664s,MESSAGE= level 1 action backoff sleep 2.340488664s
224d1cf88daf44b8a20734f479a0f5ed,1680575788500903, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575798500626, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575798500626, level 1 action backoff sleep 4.506218855s,MESSAGE= level 1 action backoff sleep 4.506218855s
224d1cf88daf44b8a20734f479a0f5ed,1680575803010391, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575813009585, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575813009585, level 1 action backoff sleep 3.221479586s,MESSAGE= level 1 action backoff sleep 3.221479586s
224d1cf88daf44b8a20734f479a0f5ed,1680575816234797, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575826233367, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575826233367, level 1 action backoff sleep 5.608623477s,MESSAGE= level 1 action backoff sleep 5.608623477s
224d1cf88daf44b8a20734f479a0f5ed,1680575831849879, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575841848606, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575841848606, level 1 action backoff sleep 7.649837917s,MESSAGE= level 1 action backoff sleep 7.649837917s
224d1cf88daf44b8a20734f479a0f5ed,1680575849508092, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575859503662, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575859503662, level 1 action backoff sleep 15.394871241s,MESSAGE= level 1 action backoff sleep 15.394871241s
224d1cf88daf44b8a20734f479a0f5ed,1680575874913096, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575884916544, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575884916544, level 1 action backoff sleep 29.271137938s,MESSAGE= level 1 action backoff sleep 29.271137938s
224d1cf88daf44b8a20734f479a0f5ed,1680575914213079, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575924210671, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575924210671, level 1 action backoff sleep 56.813324746s,MESSAGE= level 1 action backoff sleep 56.813324746s
224d1cf88daf44b8a20734f479a0f5ed,1680575981082081, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680575991080805, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680575991080805, level 1 action backoff sleep 42.855832355s,MESSAGE= level 1 action backoff sleep 42.855832355s
224d1cf88daf44b8a20734f479a0f5ed,1680576033971934, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680576043969570, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680576043969570, level 1 action backoff sleep 52.839431358s,MESSAGE= level 1 action backoff sleep 52.839431358s
224d1cf88daf44b8a20734f479a0f5ed,1680576096863121, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680576106867635, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680576106867635, level 1 action backoff sleep 49.08349046s,MESSAGE= level 1 action backoff sleep 49.08349046s
224d1cf88daf44b8a20734f479a0f5ed,1680576155994580, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680576165993436, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680576165993436, level 1 action backoff sleep 58.133390694s,MESSAGE= level 1 action backoff sleep 58.133390694s
224d1cf88daf44b8a20734f479a0f5ed,1680576224182684, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680576234180590, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680576234180590, level 1 action backoff sleep 46.982049071s,MESSAGE= level 1 action backoff sleep 46.982049071s
224d1cf88daf44b8a20734f479a0f5ed,1680576281208066, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680576291207649, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680576291207649, level 1 action backoff sleep 47.58611144s,MESSAGE= level 1 action backoff sleep 47.58611144s
224d1cf88daf44b8a20734f479a0f5ed,1680576338843324, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680576348847706, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680576348847706, level 1 action backoff sleep 1m10.745080555s,MESSAGE= level 1 action backoff sleep 1m10.745080555s
224d1cf88daf44b8a20734f479a0f5ed,1680576419662807, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680576429661266, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680576429661266, level 1 action backoff sleep 43.113183155s,MESSAGE= level 1 action backoff sleep 43.113183155s
